chrom1	start1	end1	symbol	chrom2	start2	end2	overlap
chr1	148808465	149033019	PDE4DIP	chr1	149001606	149007771	6165
chr1	148808465	149033019	PDE4DIP	chr1	149003276	149005778	2502
chr1	148808465	149033019	PDE4DIP	chr1	149003276	149007750	4474
chr1	148808465	149033019	PDE4DIP	chr1	149003276	149007771	4495
chr1	148808465	149033019	PDE4DIP	chr1	148968012	148995527	27515
chr1	148808465	149033019	PDE4DIP	chr1	148995145	148997991	2846
chr1	148808465	149033019	PDE4DIP	chr1	148990186	149061198	42833
chr1	148808465	149033019	PDE4DIP	chr1	149006729	149075944	26290
chr1	148808465	149033019	PDE4DIP	chr1	149019851	149032035	12184
chr1	148808465	149033019	PDE4DIP	chr1	149019851	149036667	13168
chr1	148808465	149033019	PDE4DIP	chr1	148600078	148935345	126880
chr1	148808465	149033019	PDE4DIP	chr1	148763714	148935345	126880
chr1	148808465	149033019	PDE4DIP	chr1	148804200	148977664	169199
chr1	149813270	149813681	HIST2H3D	chr1	149644435	149828156	411
chr1	149813270	149813681	HIST2H3D	chr1	149654499	149828288	411
chr1	149839537	149841193	HIST2H3C	chr1	149817485	149843518	1656
chr1	149852618	149854274	HIST2H3A	chr1	149850293	149876379	1656
chr1	152302174	152325203	FLG	chr1	152308215	152314008	5793
chr1	152302174	152325203	FLG	chr1	152303355	152308170	4815
chr1	153457743	153459874	S100A7	chr1	153444663	153468435	2131
chr1	154157317	154192211	TPM3	chr1	154156363	154157721	404
chr1	154157317	154192211	TPM3	chr1	154156363	154157723	406
chr1	154157317	154192211	TPM3	chr1	154156369	154157723	406
chr1	154157317	154192211	TPM3	chr1	154156375	154157684	367
chr1	155185823	155192915	MUC1	chr1	155190578	155192048	1470
chr1	155185823	155192915	MUC1	chr1	155189200	155190578	1378
chr1	155234451	155241234	GBA	chr1	155230975	155243466	6783
chr1	161663146	161678654	FCGR2B	chr1	161672960	161677104	4144
chr1	161663146	161678654	FCGR2B	chr1	161600000	161677104	13958
chr1	162632464	162787400	DDR2	chr1	162782917	162821373	4483
chr1	164559634	164851831	PBX1	chr1	164849170	164851510	2340
chr1	240775514	241357085	RGS7	chr1	240919628	240920889	1261
chr1	240775514	241357085	RGS7	chr1	240919628	240920931	1303
chr1	240775514	241357085	RGS7	chr1	240919628	240920944	1316
chr1	240775514	241357085	RGS7	chr1	240919628	240920947	1319
chr1	240775514	241357085	RGS7	chr1	240919628	240920948	1320
chr1	240775514	241357085	RGS7	chr1	240919628	240920949	1321
chr1	240775514	241357085	RGS7	chr1	240919628	240920951	1323
chr1	240775514	241357085	RGS7	chr1	240919628	240920952	1324
chr1	240775514	241357085	RGS7	chr1	240919628	240920954	1326
chr1	240775514	241357085	RGS7	chr1	240919628	240920958	1330
chr1	240775514	241357085	RGS7	chr1	240919628	240921312	1684
chr1	240775514	241357085	RGS7	chr1	240919628	240921321	1693
chr1	240775514	241357085	RGS7	chr1	240919628	240921328	1700
chr1	240775514	241357085	RGS7	chr1	240919628	240921330	1702
chr1	240775514	241357085	RGS7	chr1	240919628	240921335	1707
chr1	240775514	241357085	RGS7	chr1	240919628	240921336	1708
chr1	240775514	241357085	RGS7	chr1	240919628	240921338	1710
chr1	240775514	241357085	RGS7	chr1	240919628	240921340	1712
chr1	240775514	241357085	RGS7	chr1	240919628	240921341	1713
chr1	240775514	241357085	RGS7	chr1	240919632	240920950	1318
chr1	240775514	241357085	RGS7	chr1	240919632	240920952	1320
chr1	240775514	241357085	RGS7	chr1	240919632	240920956	1324
chr1	240775514	241357085	RGS7	chr1	240919632	240921327	1695
chr1	240775514	241357085	RGS7	chr1	240919637	240921283	1646
chr1	240775514	241357085	RGS7	chr1	240919679	240920949	1270
chr1	240775514	241357085	RGS7	chr1	240919681	240920952	1271
chr1	240775514	241357085	RGS7	chr1	240919682	240921339	1657
chr1	240775514	241357085	RGS7	chr1	240919683	240920951	1268
chr1	240775514	241357085	RGS7	chr1	240919729	240920944	1215
chr1	240775514	241357085	RGS7	chr1	240919729	240920945	1216
chr1	240775514	241357085	RGS7	chr1	240919745	240920951	1206
chr1	240775514	241357085	RGS7	chr1	240919755	240920850	1095
chr1	240775514	241357085	RGS7	chr1	240919862	240921339	1477
chr1	240775514	241357085	RGS7	chr1	240920004	240921330	1326
chr1	240775514	241357085	RGS7	chr1	240920050	240921147	1097
chr1	245749341	246507257	SMYD3	chr1	245974533	245975582	1049
chr1	245749341	246507257	SMYD3	chr1	245975589	245976662	1073
chr2	25733752	25878516	ASXL2	chr2	25808672	25810716	2044
chr2	25733752	25878516	ASXL2	chr2	25808678	25810678	2000
chr2	25733752	25878516	ASXL2	chr2	25808684	25810716	2032
chr2	25733752	25878516	ASXL2	chr2	25808699	25809970	1271
chr2	25733752	25878516	ASXL2	chr2	25808699	25810716	2017
chr2	25733752	25878516	ASXL2	chr2	25809679	25810685	1006
chr2	25733752	25878516	ASXL2	chr2	25809692	25810700	1008
chr2	25733752	25878516	ASXL2	chr2	25822284	25823837	1553
chr2	25733752	25878516	ASXL2	chr2	25822930	25824089	1159
chr2	36843639	36966472	STRN	chr2	36936031	36939131	3100
chr2	36843639	36966472	STRN	chr2	36894400	36899426	5026
chr2	36843639	36966472	STRN	chr2	36919917	36931947	12030
chr2	36843639	36966472	STRN	chr2	36921032	36936125	15093
chr2	36843639	36966472	STRN	chr2	36925184	36931947	6763
chr2	47783081	47888719	FBXO11,MSH6	chr2	47815167	47816168	1001
chr2	70087453	70089203	PCBP1	chr2	70088080	70089142	1062
chr2	79185230	80648779	CTNNA2	chr2	80139415	80141018	1603
chr2	79185230	80648779	CTNNA2	chr2	80139416	80141018	1602
chr2	79185230	80648779	CTNNA2	chr2	80161339	80162809	1470
chr2	99545418	100142575	AFF3	chr2	100080589	100104733	24144
chr2	106391289	106468376	RGPD3	chr2	106378659	106394254	2965
chr2	106391289	106468376	RGPD3	chr2	106394258	106419657	25399
chr2	106391289	106468376	RGPD3	chr2	106378659	106465399	74110
chr2	106391289	106468376	RGPD3	chr2	106378659	106465634	74345
chr2	106391289	106468376	RGPD3	chr2	106392775	106469426	75601
chr2	106391289	106468376	RGPD3	chr2	106394258	106466367	72109
chr2	106391289	106468376	RGPD3	chr2	106394258	106466816	72558
chr2	106391289	106468376	RGPD3	chr2	106394258	106468418	74118
chr2	106391289	106468376	RGPD3	chr2	106419654	106466350	46696
chr2	108719480	108785811	RANBP2	chr2	108715217	108771738	52258
chr2	108719480	108785811	RANBP2	chr2	108719337	108771738	52258
chr2	108719480	108785811	RANBP2	chr2	108719415	108771738	52258
chr2	108719480	108785811	RANBP2	chr2	108719736	108771738	52002
chr2	108719480	108785811	RANBP2	chr2	108722234	108771738	49504
chr2	172555968	172608669	PDK1	chr2	172597760	172598787	1027
chr2	189784380	189877629	PMS1	chr2	189822700	189824484	1784
chr2	211375716	212538841	ERBB4	chr2	211774398	211775768	1370
chr2	211375716	212538841	ERBB4	chr2	211774421	211775494	1073
chr2	211375716	212538841	ERBB4	chr2	211872679	211873978	1299
chr2	230225729	230313215	SP140	chr2	230309797	230317583	3418
chr2	231961582	232337197	DIS3L2	chr2	232320969	232324609	3640
chr2	231961582	232337197	DIS3L2	chr2	232326392	232327541	1149
chr2	231961582	232337197	DIS3L2	chr2	232329018	232339498	8179
chr2	231961582	232337197	DIS3L2	chr2	232324958	232327365	2407
chr2	239048167	239400949	HDAC4	chr2	239280763	239281880	1117
chr2	239048167	239400949	HDAC4	chr2	239281944	239283035	1091
chr3	10026413	10101930	FANCD2	chr3	10025454	10026786	373
chr3	10026413	10101930	FANCD2	chr3	10090656	10091913	1257
chr3	10026413	10101930	FANCD2	chr3	10042731	10049332	6601
chr3	10026413	10101930	FANCD2	chr3	10043056	10045083	2027
chr3	10026413	10101930	FANCD2	chr3	10048343	10074351	26008
chr3	12583600	12664226	RAF1	chr3	12661703	12662769	1066
chr3	49683946	49689053	MST1	chr3	49683986	49688644	4658
chr3	49683946	49689053	MST1	chr3	49683986	49697110	5067
chr3	53328962	53813733	CACNA1D	chr3	53637674	53640076	2402
chr3	72749278	72848480	SHQ1	chr3	72749276	72750836	1558
chr3	72996784	73069199	PPP4R2	chr3	73064847	73066423	1576
chr3	72996784	73069199	PPP4R2	chr3	73064847	73066864	2017
chr3	72996784	73069199	PPP4R2	chr3	73064848	73066423	1575
chr3	75906694	77649964	ROBO2	chr3	75965556	75970791	5235
chr3	75906694	77649964	ROBO2	chr3	76434004	76436674	2670
chr3	75906694	77649964	ROBO2	chr3	76434807	76436678	1871
chr3	75906694	77649964	ROBO2	chr3	76435395	76436682	1287
chr3	75906694	77649964	ROBO2	chr3	76435522	76436689	1167
chr3	75906694	77649964	ROBO2	chr3	77289272	77291151	1879
chr3	75906694	77649964	ROBO2	chr3	77289272	77292327	3055
chr3	75906694	77649964	ROBO2	chr3	77291174	77293049	1875
chr3	75906694	77649964	ROBO2	chr3	77292335	77295700	3365
chr3	75906694	77649964	ROBO2	chr3	75926964	75964781	37817
chr3	75906694	77649964	ROBO2	chr3	75934235	75943088	8853
chr3	75906694	77649964	ROBO2	chr3	75934235	75949571	15336
chr3	75906694	77649964	ROBO2	chr3	77315886	77317617	1731
chr3	75906694	77649964	ROBO2	chr3	77315887	77317617	1730
chr3	75906694	77649964	ROBO2	chr3	77315888	77317617	1729
chr3	75906694	77649964	ROBO2	chr3	77315889	77317624	1735
chr3	75906694	77649964	ROBO2	chr3	77315890	77317605	1715
chr3	75906694	77649964	ROBO2	chr3	75871457	75924352	17658
chr3	78597239	79767815	ROBO1	chr3	78795467	78796644	1177
chr3	136336232	136752368	STAG1	chr3	136735802	136737235	1433
chr3	138654017	138834752	PIK3CB	chr3	138825067	138826621	1554
chr3	138654017	138834752	PIK3CB	chr3	138825086	138826644	1558
chr3	138654017	138834752	PIK3CB	chr3	138825087	138826621	1534
chr3	170222364	170305981	PRKCI	chr3	170303039	170305977	2938
chr3	177023338	177197396	TBL1XR1	chr3	177020859	177025524	2186
chr3	179148522	179240093	PIK3CA	chr3	179214688	179221902	7214
chr3	179148522	179240093	PIK3CA	chr3	179237351	179244780	2742
chr3	181711923	181714436	SOX2	chr3	181712784	181714410	1626
chr3	182938073	182985953	DCUN1D1	chr3	182942364	182944520	2156
chr3	182938073	182985953	DCUN1D1	chr3	182942854	182945175	2321
chr3	185363119	185489097	MAP3K13	chr3	185417402	185418834	1432
chr3	185363119	185489097	MAP3K13	chr3	185417402	185418835	1433
chr3	185363119	185489097	MAP3K13	chr3	185417403	185418834	1431
chr3	185363119	185489097	MAP3K13	chr3	185417410	185418824	1414
chr3	185643738	185825056	IGF2BP2	chr3	185643738	185645626	1888
chr3	185643738	185825056	IGF2BP2	chr3	185643775	185645623	1848
chr3	185643738	185825056	IGF2BP2	chr3	185643791	185645626	1835
chr3	195746764	195812277	MUC4	chr3	195746134	195750921	4157
chr3	195746764	195812277	MUC4	chr3	195775365	195776638	1273
chr3	195746764	195812277	MUC4	chr3	195776640	195777913	1273
chr3	195746764	195812277	MUC4	chr3	195778849	195784342	5493
chr3	195746764	195812277	MUC4	chr3	195779882	195783427	3545
chr3	195746764	195812277	MUC4	chr3	195783434	195788659	5225
chr3	195746764	195812277	MUC4	chr3	195784417	195788662	4245
chr4	54229096	54298247	PDGFRA	chr4	54235007	54238615	3608
chr4	54229096	54298247	PDGFRA	chr4	54252454	54256052	3598
chr4	65319562	65670495	EPHA5	chr4	65573348	65574371	1023
chr4	83459516	83485181	ABRAXAS1	chr4	83460938	83462887	1949
chr4	86935001	87141054	AFF1	chr4	87139222	87141039	1817
chr4	98871683	98930637	EIF4E	chr4	98879948	98881134	1186
chr4	98871683	98930637	EIF4E	chr4	98880062	98881143	1081
chr5	218240	256700	SDHA	chr5	214227	218792	552
chr5	218240	256700	SDHA	chr5	217915	236650	18410
chr5	218240	256700	SDHA	chr5	217915	258100	38460
chr5	218240	256700	SDHA	chr5	217923	230537	12297
chr5	218240	256700	SDHA	chr5	235691	259212	21009
chr5	218240	256700	SDHA	chr5	237496	266708	19204
chr5	1253166	1295047	TERT	chr5	1282644	1283684	1040
chr5	1253166	1295047	TERT	chr5	1283684	1284720	1036
chr5	1253166	1295047	TERT	chr5	1289177	1290467	1290
chr5	1253166	1295047	TERT	chr5	1290479	1291768	1289
chr5	10971839	11904043	CTNND2	chr5	11673665	11674959	1294
chr5	23507614	23528597	PRDM9	chr5	23504111	23528577	20963
chr5	36152066	36184319	SKP2	chr5	36182558	36184030	1472
chr5	55941027	55994964	IL6ST	chr5	55940163	55941820	793
chr6	18128310	18155074	TPMT	chr6	18129714	18130781	1067
chr6	20402166	20493715	E2F3	chr6	20490169	20493705	3536
chr6	29942244	29945884	HLA-A	chr6	29944039	29945088	1049
chr6	29942244	29945884	HLA-A	chr6	29934581	29952684	3640
chr6	31971830	31981451	STK19	chr6	31980531	32000000	920
chr6	34236872	34246231	HMGA1	chr6	34244829	34246216	1387
chr6	34236872	34246231	HMGA1	chr6	34244829	34246217	1388
chr6	34236872	34246231	HMGA1	chr6	34244833	34246206	1373
chr6	36594367	36605600	SRSF3	chr6	36601705	36602911	1206
chr6	43576149	43615660	POLH	chr6	43587271	43589962	2691
chr6	43576149	43615660	POLH	chr6	43579898	43581839	1941
chr6	43576149	43615660	POLH	chr6	43579898	43581877	1979
chr6	43576149	43615660	POLH	chr6	43579898	43581901	2003
chr6	43576149	43615660	POLH	chr6	43579898	43581905	2007
chr6	43576149	43615660	POLH	chr6	43579898	43581911	2013
chr6	43576149	43615660	POLH	chr6	43579899	43581878	1979
chr6	43576149	43615660	POLH	chr6	43579899	43581906	2007
chr6	43576149	43615660	POLH	chr6	43579900	43581830	1930
chr6	43576149	43615660	POLH	chr6	43579900	43581911	2011
chr6	43576149	43615660	POLH	chr6	43579901	43581828	1927
chr6	43576149	43615660	POLH	chr6	43579901	43581844	1943
chr6	43576149	43615660	POLH	chr6	43579906	43581878	1972
chr6	43576149	43615660	POLH	chr6	43579906	43581905	1999
chr6	43576149	43615660	POLH	chr6	43580175	43581905	1730
chr6	43576149	43615660	POLH	chr6	43580445	43581841	1396
chr6	43576149	43615660	POLH	chr6	43580445	43581895	1450
chr6	43576149	43615660	POLH	chr6	43580445	43581905	1460
chr6	63521745	63583377	PTP4A1	chr6	63580056	63581446	1390
chr6	104940865	105083332	LIN28B	chr6	104953364	104954419	1055
chr6	104940865	105083332	LIN28B	chr6	105081744	105083317	1573
chr6	108559834	108684774	FOXO3	chr6	108663452	108664889	1437
chr6	108559834	108684774	FOXO3	chr6	108679824	108684769	4945
chr6	111660331	111873452	FYN	chr6	111715827	111717291	1464
chr6	134169245	134318058	SGK1	chr6	134296735	134298770	2035
chr6	134169245	134318058	SGK1	chr6	134296743	134298770	2027
chr6	134169245	134318058	SGK1	chr6	134296747	134298632	1885
chr6	134169245	134318058	SGK1	chr6	134296784	134298770	1986
chr6	134169245	134318058	SGK1	chr6	134296785	134298722	1937
chr6	136256862	136289851	BCLAF1	chr6	136259402	136261471	2069
chr6	136256862	136289851	BCLAF1	chr6	136275531	136278772	3241
chr6	136256862	136289851	BCLAF1	chr6	136275531	136278778	3247
chr6	138796110	138904070	ECT2L	chr6	138822735	138824551	1816
chr6	148342592	148552050	SASH1	chr6	148550143	148552021	1878
chr7	5527146	5530709	ACTB	chr7	5527149	5529666	2517
chr7	5527146	5530709	ACTB	chr7	5527150	5528700	1550
chr7	5527146	5530709	ACTB	chr7	5527150	5529404	2254
chr7	5527146	5530709	ACTB	chr7	5527150	5529662	2512
chr7	5527146	5530709	ACTB	chr7	5527150	5529665	2515
chr7	5527146	5530709	ACTB	chr7	5527150	5529666	2516
chr7	5527146	5530709	ACTB	chr7	5527151	5529665	2514
chr7	5527146	5530709	ACTB	chr7	5527157	5529665	2508
chr7	5527146	5530709	ACTB	chr7	5527158	5529666	2508
chr7	5527146	5530709	ACTB	chr7	5527161	5529666	2505
chr7	5973238	6009125	PMS2	chr7	5991821	5993010	1189
chr7	5973238	6009125	PMS2	chr7	6000719	6004696	3977
chr7	5973238	6009125	PMS2	chr7	6000719	6006399	5680
chr7	5973238	6009125	PMS2	chr7	6000719	6006571	5852
chr7	5973238	6009125	PMS2	chr7	6000719	6007876	7157
chr7	5973238	6009125	PMS2	chr7	6000719	6007894	7175
chr7	5973238	6009125	PMS2	chr7	6000719	6009927	8406
chr7	5973238	6009125	PMS2	chr7	6000719	6010798	8406
chr7	5973238	6009125	PMS2	chr7	6006385	6008003	1618
chr7	5973238	6009125	PMS2	chr7	5893637	5989045	15807
chr7	26152239	26201301	HNRNPA2B1,NFE2L3	chr7	26184530	26186300	1770
chr7	26152239	26201301	HNRNPA2B1,NFE2L3	chr7	26184530	26187111	2581
chr7	32957403	33006931	FKBP9	chr7	32960112	33007729	46819
chr7	57119620	57132341	ZNF479	chr7	57051383	57137156	12721
chr7	57119620	57132341	ZNF479	chr7	57118544	57137156	12721
chr7	57119620	57132341	ZNF479	chr7	57119381	57137555	12721
chr7	66987676	66995601	SBDS	chr7	66972693	67018971	7925
chr7	74657684	74760692	GTF2I	chr7	74728173	74833380	32519
chr7	74657684	74760692	GTF2I	chr7	74728173	74869950	32519
chr7	78017056	79453574	MAGI2	chr7	78824125	78825581	1456
chr7	91940866	92110673	AKAP9	chr7	91955707	91957897	2190
chr7	101815953	102258233	CUX1	chr7	102008162	102010630	2468
chr7	101815953	102258233	CUX1	chr7	102025102	102059640	34538
chr7	101815953	102258233	CUX1	chr7	102132361	102139669	7308
chr7	140719326	140924928	BRAF	chr7	140732331	140734770	2439
chr7	141995878	142106747	MGAM	chr7	142040874	142061049	20175
chr7	141995878	142106747	MGAM	chr7	142061125	142071352	10227
chr7	141995878	142106747	MGAM	chr7	142090182	142099971	9789
chr7	141995878	142106747	MGAM	chr7	142071464	142087389	15925
chr7	142749478	142753070	PRSS1	chr7	142748793	142759722	3592
chr7	142749478	142753070	PRSS1	chr7	142750365	142759461	2705
chr7	142749478	142753070	PRSS1	chr7	142731559	142758689	3592
chr7	146116358	148420998	CNTNAP2	chr7	146911091	146912419	1328
chr7	146116358	148420998	CNTNAP2	chr7	147468892	147471485	2593
chr7	151466011	151519924	RHEB	chr7	151503233	151504316	1083
chr7	151466011	151519924	RHEB	chr7	151502504	151504316	1812
chr7	152134928	152436005	KMT2C	chr7	152297768	152303980	6212
chr7	152134928	152436005	KMT2C	chr7	152367630	152369020	1390
chr7	152134928	152436005	KMT2C	chr7	152376304	152379537	3233
chr7	152134928	152436005	KMT2C	chr7	152407526	152416667	9141
chr7	152134928	152436005	KMT2C	chr7	152204334	152292473	88139
chr7	152134928	152436005	KMT2C	chr7	152210938	152241379	30441
chr7	152134928	152436005	KMT2C	chr7	152211884	152241379	29495
chr7	152134928	152436005	KMT2C	chr7	152229199	152260358	31159
chr7	152134928	152436005	KMT2C	chr7	152270188	152292473	22285
chr7	152134928	152436005	KMT2C	chr7	152376304	152395765	19461
chr7	152134928	152436005	KMT2C	chr7	152429461	152454433	6544
chr8	11704203	11760002	GATA4	chr8	11758866	11760002	1136
chr8	31033800	31173769	WRN	chr8	31082636	31084015	1379
chr8	31033800	31173769	WRN	chr8	31084038	31085482	1444
chr8	53966555	54022529	TCEA1	chr8	53966555	53968114	1559
chr8	86866444	87382859	CNBD1	chr8	87361294	87362880	1586
chr8	107899316	108083648	RSPO2	chr8	107982991	107984767	1776
chr8	107899316	108083648	RSPO2	chr8	107983000	107984766	1766
chr8	107899316	108083648	RSPO2	chr8	107983006	107984753	1747
chr8	107899316	108083648	RSPO2	chr8	107983028	107984766	1738
chr8	107899316	108083648	RSPO2	chr8	107983269	107984766	1497
chr8	112222927	113437099	CSMD3	chr8	113013498	113014866	1368
chr8	116845934	116874866	RAD21	chr8	116845938	116847688	1750
chr9	214864	465259	DOCK8	chr9	320095	321254	1159
chr9	214864	465259	DOCK8	chr9	321315	322474	1159
chr9	77716086	78031458	GNAQ	chr9	77717484	77721514	4030
chr9	95099053	95317709	FANCC	chr9	95184668	95187963	3295
chr9	95099053	95317709	FANCC	chr9	95292993	95295017	2024
chr9	125146572	125189818	PPP6C	chr9	125151496	125152528	1032
chr9	125437393	125707234	MAPKAP1	chr9	125595628	125596878	1250
chr9	125437393	125707234	MAPKAP1	chr9	125595628	125596958	1330
chr9	125437393	125707234	MAPKAP1	chr9	125595633	125596888	1255
chr9	125437393	125707234	MAPKAP1	chr9	125595635	125596901	1266
chr9	125437393	125707234	MAPKAP1	chr9	125595635	125596955	1320
chr9	125437393	125707234	MAPKAP1	chr9	125595635	125596958	1323
chr9	125437393	125707234	MAPKAP1	chr9	125595635	125596974	1339
chr9	125437393	125707234	MAPKAP1	chr9	125595639	125596958	1319
chr9	125437393	125707234	MAPKAP1	chr9	125595670	125596951	1281
chr9	125437393	125707234	MAPKAP1	chr9	125595670	125596956	1286
chr9	125437393	125707234	MAPKAP1	chr9	125595670	125596958	1288
chr9	125437393	125707234	MAPKAP1	chr9	125595670	125596960	1290
chr9	125437393	125707234	MAPKAP1	chr9	125595670	125596976	1306
chr9	125437393	125707234	MAPKAP1	chr9	125595677	125596958	1281
chr9	125437393	125707234	MAPKAP1	chr9	125595679	125596975	1296
chr9	125437393	125707234	MAPKAP1	chr9	125595868	125596958	1090
chr9	128689225	128696388	SET	chr9	128694638	128696385	1747
chr9	128689225	128696388	SET	chr9	128694638	128696389	1750
chr9	128689225	128696388	SET	chr9	128694663	128696387	1724
chr9	128689225	128696388	SET	chr9	128694699	128696391	1689
chr9	134030304	134068017	BRD3	chr9	134030306	134032046	1740
chr10	21524674	21743630	MLLT10	chr10	21600359	21607259	6900
chr10	21524674	21743630	MLLT10	chr10	21600368	21602814	2446
chr10	21524674	21743630	MLLT10	chr10	21623938	21625300	1362
chr10	21524674	21743630	MLLT10	chr10	21559450	21600000	40550
chr10	21524674	21743630	MLLT10	chr10	21588826	21600000	11174
chr10	31319124	31529813	ZEB1	chr10	31360938	31365467	4529
chr10	31319124	31529813	ZEB1	chr10	31360939	31365463	4524
chr10	31319124	31529813	ZEB1	chr10	31360939	31365467	4528
chr10	31319124	31529813	ZEB1	chr10	31360939	31365472	4533
chr10	31319124	31529813	ZEB1	chr10	31360939	31365473	4534
chr10	31319124	31529813	ZEB1	chr10	31360947	31365463	4516
chr10	31319124	31529813	ZEB1	chr10	31360947	31365467	4520
chr10	31319124	31529813	ZEB1	chr10	31361213	31365463	4250
chr10	31319124	31529813	ZEB1	chr10	31361218	31365463	4245
chr10	46005087	46030714	NCOA4	chr10	46005087	46011208	6121
chr10	46005087	46030714	NCOA4	chr10	46005088	46006602	1514
chr10	59788762	59906656	CCDC6	chr10	59788762	59790433	1671
chr10	68560655	68694482	TET1	chr10	68585068	68591144	6076
chr10	68560655	68694482	TET1	chr10	68612433	68614924	2491
chr10	79703226	79712757	NUTM2B	chr10	79700041	79715207	9531
chr10	79703226	79712757	NUTM2B	chr10	79703013	79715195	9531
chr10	79703226	79712757	NUTM2B	chr10	79694506	79876515	9531
chr10	79703226	79712757	NUTM2B	chr10	79680210	79715207	9531
chr10	86756649	86932838	BMPR1A	chr10	86923373	86924706	1333
chr10	86756649	86932838	BMPR1A	chr10	86923373	86925182	1809
chr10	87225447	87234978	NUTM2A	chr10	87216733	87237440	9531
chr10	87225447	87234978	NUTM2A	chr10	87222270	87237440	9531
chr10	87225447	87234978	NUTM2A	chr10	87225234	87237420	9531
chr10	87225447	87234978	NUTM2A	chr10	87216733	87392812	9531
chr10	87859160	87971930	KLLN,PTEN	chr10	87965284	87966558	1274
chr10	87859160	87971930	KLLN,PTEN	chr10	87965326	87966376	1050
chr10	92046691	92243279	CPEB3	chr10	92115174	92116257	1083
chr10	92046691	92243279	CPEB3	chr10	92118645	92119818	1173
chr10	92046691	92243279	CPEB3	chr10	92118645	92119892	1247
chr10	92046691	92243279	CPEB3	chr10	92118645	92119909	1264
chr10	95036772	95069497	CYP2C8	chr10	95044624	95046250	1626
chr10	128096658	128126385	MKI67	chr10	128101256	128103581	2325
chr11	14278749	14359184	RRAS2	chr11	14277921	14279427	678
chr11	57753289	57819178	CTNND1	chr11	57816295	57818445	2150
chr11	61792636	61797244	FEN1	chr11	61795338	61797238	1900
chr11	78215296	78417806	GAB2	chr11	78385028	78386884	1856
chr11	102110460	102233423	YAP1	chr11	102230711	102233423	2712
chr11	117144266	117171048	PAFAH1B2	chr11	117167424	117171045	3621
chr12	1027746	1495924	ERC1	chr12	1084959	1087927	2968
chr12	1027746	1495924	ERC1	chr12	1087927	1090855	2928
chr12	1027746	1495924	ERC1	chr12	1398431	1400427	1996
chr12	14365631	14502935	ATF7IP	chr12	14471545	14472648	1103
chr12	21468910	21501593	RECQL	chr12	21468503	21471250	2340
chr12	25204788	25250931	KRAS	chr12	25205248	25209914	4666
chr12	27524205	27695564	PPFIBP1	chr12	27575947	27583105	7158
chr12	27524205	27695564	PPFIBP1	chr12	27586504	27614327	27823
chr12	27524205	27695564	PPFIBP1	chr12	27617077	27657452	40375
chr12	31791184	31792241	H3F3C	chr12	31790612	31792177	993
chr12	79584873	79691097	PAWR	chr12	79587795	79590503	2708
chr12	79584873	79691097	PAWR	chr12	79650670	79651768	1098
chr12	92140277	92145897	BTG1	chr12	92143127	92144449	1322
chr12	112418913	112509913	PTPN11	chr12	112505822	112507645	1823
chr12	112418913	112509913	PTPN11	chr12	112505822	112509476	3654
chr12	112418913	112509913	PTPN11	chr12	112505826	112509913	4087
chr12	112418913	112509913	PTPN11	chr12	112505865	112509913	4048
chr12	112418913	112509913	PTPN11	chr12	112508835	112509907	1072
chr12	122021885	122060905	BCL7A	chr12	122060533	122061583	372
chr12	123383772	123409358	KMT5A	chr12	123407491	123409350	1859
chr12	131960584	132081102	EP400	chr12	131960843	131961912	1069
