chrom1	start1	end1	symbol	chrom2	start2	end2	overlap
1	144880741	144880861	PDE4DIP	1	144876700	144881195	120
1	144880741	144880861	PDE4DIP	1	144876700	144882865	120
1	144880741	144880861	PDE4DIP	1	144876721	144881195	120
1	144880741	144880861	PDE4DIP	1	144878693	144881195	120
1	144881429	144881622	PDE4DIP	1	144876700	144882865	193
1	144882445	144882881	PDE4DIP	1	144876700	144882865	420
1	144886096	144886329	PDE4DIP	1	144883529	144916462	233
1	144892500	144892589	PDE4DIP	1	144883529	144916462	89
1	144903076	144903204	PDE4DIP	1	144883529	144916462	128
1	144904624	144904737	PDE4DIP	1	144883529	144916462	113
1	144906058	144906196	PDE4DIP	1	144883529	144916462	138
1	144906420	144906537	PDE4DIP	1	144883529	144916462	117
1	144909868	144909960	PDE4DIP	1	144883529	144916462	92
1	144911881	144911963	PDE4DIP	1	144883529	144916462	82
1	144912129	144912294	PDE4DIP	1	144883529	144916462	165
1	144915444	144915639	PDE4DIP	1	144883529	144916462	195
1	144917818	144917932	PDE4DIP	1	144917676	144919024	114
1	144917818	144917932	PDE4DIP	1	144917679	144919024	114
1	144918832	144918991	PDE4DIP	1	144917676	144919024	159
1	144918832	144918991	PDE4DIP	1	144917679	144919024	159
1	144952200	144952376	PDE4DIP	1	144949143	144986041	176
1	144952565	144952689	PDE4DIP	1	144949143	144986041	124
1	144955215	144955292	PDE4DIP	1	144949143	144986041	77
1	149784825	149785236	HIST2H3D	1	149753508	149799852	411
1	149784825	149785236	HIST2H3D	1	149626125	149799720	411
1	149812318	149812729	HIST2H3C	1	149789039	149815085	411
1	149824216	149824627	HIST2H3A	1	149821860	149847929	411
1	152275175	152287223	FLG	1	152275831	152280646	4815
1	152275175	152287223	FLG	1	152280691	152286484	5793
1	153430281	153430446	S100A7	1	153417139	153440911	165
1	153431348	153431489	S100A7	1	153417139	153440911	141
1	154130114	154130197	TPM3	1	154128839	154130197	83
1	154130114	154130197	TPM3	1	154128839	154130199	83
1	154130114	154130197	TPM3	1	154128845	154130199	83
1	154130114	154130197	TPM3	1	154128851	154130160	46
1	155204785	155204891	GBA	1	155200766	155213257	106
1	155204985	155205102	GBA	1	155200766	155213257	117
1	155205471	155205635	GBA	1	155200766	155213257	164
1	155206035	155206260	GBA	1	155200766	155213257	225
1	155207131	155207369	GBA	1	155200766	155213257	238
1	155207924	155208097	GBA	1	155200766	155213257	173
1	155208307	155208441	GBA	1	155200766	155213257	134
1	155209406	155209553	GBA	1	155200766	155213257	147
1	155209676	155209868	GBA	1	155200766	155213257	192
1	155210420	155210508	GBA	1	155200766	155213257	88
1	155210876	155210903	GBA	1	155200766	155213257	27
1	161551227	161551339	FCGR2B	1	161518643	161565122	112
1	161558211	161558232	FCGR2B	1	161518643	161565122	21
1	161633031	161633143	FCGR2B	1	161600000	161646894	112
1	161640041	161640062	FCGR2B	1	161600000	161646894	21
1	161641181	161641439	FCGR2B	1	161600000	161646894	258
1	161642764	161643019	FCGR2B	1	161642750	161646894	255
1	161642764	161643019	FCGR2B	1	161600000	161646894	255
1	161643253	161643312	FCGR2B	1	161642750	161646894	59
1	161643253	161643312	FCGR2B	1	161600000	161646894	59
1	161643749	161643863	FCGR2B	1	161642750	161646894	114
1	161643749	161643863	FCGR2B	1	161600000	161646894	114
1	161645046	161645103	FCGR2B	1	161642750	161646894	57
1	161645046	161645103	FCGR2B	1	161600000	161646894	57
2	37152247	37152351	STRN	2	37147060	37159090	104
2	37152247	37152351	STRN	2	37147064	37159090	104
2	37152247	37152351	STRN	2	37148175	37163268	104
2	70314875	70315946	PCBP1	2	70315212	70316274	734
2	100720863	100720916	AFF3	2	100697051	100721195	53
2	107021674	107021685	RGPD3	2	106995115	107081855	11
2	107021674	107021685	RGPD3	2	106995115	107085183	11
2	107021674	107021685	RGPD3	2	107010714	107036113	11
2	107021674	107021685	RGPD3	2	107010714	107082823	11
2	107021674	107021685	RGPD3	2	107010714	107083272	11
2	107021674	107021685	RGPD3	2	107010714	107084874	11
2	107021674	107021685	RGPD3	2	107009231	107085882	11
2	107029216	107029251	RGPD3	2	106995115	107081855	35
2	107029216	107029251	RGPD3	2	106995115	107085183	35
2	107029216	107029251	RGPD3	2	107010714	107036113	35
2	107029216	107029251	RGPD3	2	107010714	107082823	35
2	107029216	107029251	RGPD3	2	107010714	107083272	35
2	107029216	107029251	RGPD3	2	107010714	107084874	35
2	107029216	107029251	RGPD3	2	107009231	107085882	35
2	107029539	107029741	RGPD3	2	106995115	107081855	202
2	107029539	107029741	RGPD3	2	106995115	107085183	202
2	107029539	107029741	RGPD3	2	107010714	107036113	202
2	107029539	107029741	RGPD3	2	107010714	107082823	202
2	107029539	107029741	RGPD3	2	107010714	107083272	202
2	107029539	107029741	RGPD3	2	107010714	107084874	202
2	107029539	107029741	RGPD3	2	107009231	107085882	202
2	107032305	107032445	RGPD3	2	106995115	107081855	140
2	107032305	107032445	RGPD3	2	106995115	107085183	140
2	107032305	107032445	RGPD3	2	107010714	107036113	140
2	107032305	107032445	RGPD3	2	107010714	107082823	140
2	107032305	107032445	RGPD3	2	107010714	107083272	140
2	107032305	107032445	RGPD3	2	107010714	107084874	140
2	107032305	107032445	RGPD3	2	107009231	107085882	140
2	107039498	107041722	RGPD3	2	106995115	107081855	2224
2	107039498	107041722	RGPD3	2	106995115	107085183	2224
2	107039498	107041722	RGPD3	2	107010714	107082823	2224
2	107039498	107041722	RGPD3	2	107010714	107083272	2224
2	107039498	107041722	RGPD3	2	107010714	107084874	2224
2	107039498	107041722	RGPD3	2	107036110	107082806	2224
2	107039498	107041722	RGPD3	2	107009231	107085882	2224
2	107042449	107042544	RGPD3	2	106995115	107081855	95
2	107042449	107042544	RGPD3	2	106995115	107085183	95
2	107042449	107042544	RGPD3	2	107010714	107082823	95
2	107042449	107042544	RGPD3	2	107010714	107083272	95
2	107042449	107042544	RGPD3	2	107010714	107084874	95
2	107042449	107042544	RGPD3	2	107036110	107082806	95
2	107042449	107042544	RGPD3	2	107009231	107085882	95
2	107046101	107046237	RGPD3	2	106995115	107081855	136
2	107046101	107046237	RGPD3	2	106995115	107085183	136
2	107046101	107046237	RGPD3	2	107010714	107082823	136
2	107046101	107046237	RGPD3	2	107010714	107083272	136
2	107046101	107046237	RGPD3	2	107010714	107084874	136
2	107046101	107046237	RGPD3	2	107036110	107082806	136
2	107046101	107046237	RGPD3	2	107009231	107085882	136
2	107049390	107049474	RGPD3	2	106995115	107081855	84
2	107049390	107049474	RGPD3	2	106995115	107085183	84
2	107049390	107049474	RGPD3	2	107010714	107082823	84
2	107049390	107049474	RGPD3	2	107010714	107083272	84
2	107049390	107049474	RGPD3	2	107010714	107084874	84
2	107049390	107049474	RGPD3	2	107036110	107082806	84
2	107049390	107049474	RGPD3	2	107009231	107085882	84
2	107049561	107049741	RGPD3	2	106995115	107081855	180
2	107049561	107049741	RGPD3	2	106995115	107085183	180
2	107049561	107049741	RGPD3	2	107010714	107082823	180
2	107049561	107049741	RGPD3	2	107010714	107083272	180
2	107049561	107049741	RGPD3	2	107010714	107084874	180
2	107049561	107049741	RGPD3	2	107036110	107082806	180
2	107049561	107049741	RGPD3	2	107009231	107085882	180
2	107050683	107050830	RGPD3	2	106995115	107081855	147
2	107050683	107050830	RGPD3	2	106995115	107085183	147
2	107050683	107050830	RGPD3	2	107010714	107082823	147
2	107050683	107050830	RGPD3	2	107010714	107083272	147
2	107050683	107050830	RGPD3	2	107010714	107084874	147
2	107050683	107050830	RGPD3	2	107036110	107082806	147
2	107050683	107050830	RGPD3	2	107009231	107085882	147
2	107051092	107051230	RGPD3	2	106995115	107081855	138
2	107051092	107051230	RGPD3	2	106995115	107085183	138
2	107051092	107051230	RGPD3	2	107010714	107082823	138
2	107051092	107051230	RGPD3	2	107010714	107083272	138
2	107051092	107051230	RGPD3	2	107010714	107084874	138
2	107051092	107051230	RGPD3	2	107036110	107082806	138
2	107051092	107051230	RGPD3	2	107009231	107085882	138
2	107051496	107051658	RGPD3	2	106995115	107081855	162
2	107051496	107051658	RGPD3	2	106995115	107085183	162
2	107051496	107051658	RGPD3	2	107010714	107082823	162
2	107051496	107051658	RGPD3	2	107010714	107083272	162
2	107051496	107051658	RGPD3	2	107010714	107084874	162
2	107051496	107051658	RGPD3	2	107036110	107082806	162
2	107051496	107051658	RGPD3	2	107009231	107085882	162
2	107052578	107052702	RGPD3	2	106995115	107081855	124
2	107052578	107052702	RGPD3	2	106995115	107085183	124
2	107052578	107052702	RGPD3	2	107010714	107082823	124
2	107052578	107052702	RGPD3	2	107010714	107083272	124
2	107052578	107052702	RGPD3	2	107010714	107084874	124
2	107052578	107052702	RGPD3	2	107036110	107082806	124
2	107052578	107052702	RGPD3	2	107009231	107085882	124
2	107052869	107053045	RGPD3	2	106995115	107081855	176
2	107052869	107053045	RGPD3	2	106995115	107085183	176
2	107052869	107053045	RGPD3	2	107010714	107082823	176
2	107052869	107053045	RGPD3	2	107010714	107083272	176
2	107052869	107053045	RGPD3	2	107010714	107084874	176
2	107052869	107053045	RGPD3	2	107036110	107082806	176
2	107052869	107053045	RGPD3	2	107009231	107085882	176
2	107053128	107053310	RGPD3	2	106995115	107081855	182
2	107053128	107053310	RGPD3	2	106995115	107085183	182
2	107053128	107053310	RGPD3	2	107010714	107082823	182
2	107053128	107053310	RGPD3	2	107010714	107083272	182
2	107053128	107053310	RGPD3	2	107010714	107084874	182
2	107053128	107053310	RGPD3	2	107036110	107082806	182
2	107053128	107053310	RGPD3	2	107009231	107085882	182
2	107055423	107055633	RGPD3	2	106995115	107081855	210
2	107055423	107055633	RGPD3	2	106995115	107085183	210
2	107055423	107055633	RGPD3	2	107010714	107082823	210
2	107055423	107055633	RGPD3	2	107010714	107083272	210
2	107055423	107055633	RGPD3	2	107010714	107084874	210
2	107055423	107055633	RGPD3	2	107036110	107082806	210
2	107055423	107055633	RGPD3	2	107009231	107085882	210
2	107057748	107057836	RGPD3	2	106995115	107081855	88
2	107057748	107057836	RGPD3	2	106995115	107085183	88
2	107057748	107057836	RGPD3	2	107010714	107082823	88
2	107057748	107057836	RGPD3	2	107010714	107083272	88
2	107057748	107057836	RGPD3	2	107010714	107084874	88
2	107057748	107057836	RGPD3	2	107036110	107082806	88
2	107057748	107057836	RGPD3	2	107009231	107085882	88
2	107063873	107064069	RGPD3	2	106995115	107081855	196
2	107063873	107064069	RGPD3	2	106995115	107085183	196
2	107063873	107064069	RGPD3	2	107010714	107082823	196
2	107063873	107064069	RGPD3	2	107010714	107083272	196
2	107063873	107064069	RGPD3	2	107010714	107084874	196
2	107063873	107064069	RGPD3	2	107036110	107082806	196
2	107063873	107064069	RGPD3	2	107009231	107085882	196
2	107068660	107068806	RGPD3	2	106995115	107081855	146
2	107068660	107068806	RGPD3	2	106995115	107085183	146
2	107068660	107068806	RGPD3	2	107010714	107082823	146
2	107068660	107068806	RGPD3	2	107010714	107083272	146
2	107068660	107068806	RGPD3	2	107010714	107084874	146
2	107068660	107068806	RGPD3	2	107036110	107082806	146
2	107068660	107068806	RGPD3	2	107009231	107085882	146
2	107069151	107069382	RGPD3	2	106995115	107081855	231
2	107069151	107069382	RGPD3	2	106995115	107085183	231
2	107069151	107069382	RGPD3	2	107010714	107082823	231
2	107069151	107069382	RGPD3	2	107010714	107083272	231
2	107069151	107069382	RGPD3	2	107010714	107084874	231
2	107069151	107069382	RGPD3	2	107036110	107082806	231
2	107069151	107069382	RGPD3	2	107009231	107085882	231
2	107073426	107073579	RGPD3	2	106995115	107081855	153
2	107073426	107073579	RGPD3	2	106995115	107085183	153
2	107073426	107073579	RGPD3	2	107010714	107082823	153
2	107073426	107073579	RGPD3	2	107010714	107083272	153
2	107073426	107073579	RGPD3	2	107010714	107084874	153
2	107073426	107073579	RGPD3	2	107036110	107082806	153
2	107073426	107073579	RGPD3	2	107009231	107085882	153
2	107074022	107074134	RGPD3	2	106995115	107081855	112
2	107074022	107074134	RGPD3	2	106995115	107085183	112
2	107074022	107074134	RGPD3	2	107010714	107082823	112
2	107074022	107074134	RGPD3	2	107010714	107083272	112
2	107074022	107074134	RGPD3	2	107010714	107084874	112
2	107074022	107074134	RGPD3	2	107036110	107082806	112
2	107074022	107074134	RGPD3	2	107009231	107085882	112
2	107075720	107075788	RGPD3	2	106995115	107081855	68
2	107075720	107075788	RGPD3	2	106995115	107085183	68
2	107075720	107075788	RGPD3	2	107010714	107082823	68
2	107075720	107075788	RGPD3	2	107010714	107083272	68
2	107075720	107075788	RGPD3	2	107010714	107084874	68
2	107075720	107075788	RGPD3	2	107036110	107082806	68
2	107075720	107075788	RGPD3	2	107009231	107085882	68
2	107084672	107084744	RGPD3	2	106995115	107085183	72
2	107084672	107084744	RGPD3	2	107010714	107084874	72
2	107084672	107084744	RGPD3	2	107009231	107085882	72
2	109336062	109336134	RANBP2	2	109331673	109388194	72
2	109336062	109336134	RANBP2	2	109335793	109388194	72
2	109336062	109336134	RANBP2	2	109335871	109388194	72
2	109345587	109345655	RANBP2	2	109331673	109388194	68
2	109345587	109345655	RANBP2	2	109335793	109388194	68
2	109345587	109345655	RANBP2	2	109335871	109388194	68
2	109345587	109345655	RANBP2	2	109336192	109388194	68
2	109345587	109345655	RANBP2	2	109338690	109388194	68
2	109347229	109347341	RANBP2	2	109331673	109388194	112
2	109347229	109347341	RANBP2	2	109335793	109388194	112
2	109347229	109347341	RANBP2	2	109335871	109388194	112
2	109347229	109347341	RANBP2	2	109336192	109388194	112
2	109347229	109347341	RANBP2	2	109338690	109388194	112
2	109347777	109347930	RANBP2	2	109331673	109388194	153
2	109347777	109347930	RANBP2	2	109335793	109388194	153
2	109347777	109347930	RANBP2	2	109335871	109388194	153
2	109347777	109347930	RANBP2	2	109336192	109388194	153
2	109347777	109347930	RANBP2	2	109338690	109388194	153
2	109351987	109352218	RANBP2	2	109331673	109388194	231
2	109351987	109352218	RANBP2	2	109335793	109388194	231
2	109351987	109352218	RANBP2	2	109335871	109388194	231
2	109351987	109352218	RANBP2	2	109336192	109388194	231
2	109351987	109352218	RANBP2	2	109338690	109388194	231
2	109352559	109352705	RANBP2	2	109331673	109388194	146
2	109352559	109352705	RANBP2	2	109335793	109388194	146
2	109352559	109352705	RANBP2	2	109335871	109388194	146
2	109352559	109352705	RANBP2	2	109336192	109388194	146
2	109352559	109352705	RANBP2	2	109338690	109388194	146
2	109356944	109357137	RANBP2	2	109331673	109388194	193
2	109356944	109357137	RANBP2	2	109335793	109388194	193
2	109356944	109357137	RANBP2	2	109335871	109388194	193
2	109356944	109357137	RANBP2	2	109336192	109388194	193
2	109356944	109357137	RANBP2	2	109338690	109388194	193
2	109363166	109363254	RANBP2	2	109331673	109388194	88
2	109363166	109363254	RANBP2	2	109335793	109388194	88
2	109363166	109363254	RANBP2	2	109335871	109388194	88
2	109363166	109363254	RANBP2	2	109336192	109388194	88
2	109363166	109363254	RANBP2	2	109338690	109388194	88
2	109365375	109365585	RANBP2	2	109331673	109388194	210
2	109365375	109365585	RANBP2	2	109335793	109388194	210
2	109365375	109365585	RANBP2	2	109335871	109388194	210
2	109365375	109365585	RANBP2	2	109336192	109388194	210
2	109365375	109365585	RANBP2	2	109338690	109388194	210
2	109367719	109367901	RANBP2	2	109331673	109388194	182
2	109367719	109367901	RANBP2	2	109335793	109388194	182
2	109367719	109367901	RANBP2	2	109335871	109388194	182
2	109367719	109367901	RANBP2	2	109336192	109388194	182
2	109367719	109367901	RANBP2	2	109338690	109388194	182
2	109367983	109368159	RANBP2	2	109331673	109388194	176
2	109367983	109368159	RANBP2	2	109335793	109388194	176
2	109367983	109368159	RANBP2	2	109335871	109388194	176
2	109367983	109368159	RANBP2	2	109336192	109388194	176
2	109367983	109368159	RANBP2	2	109338690	109388194	176
2	109368326	109368450	RANBP2	2	109331673	109388194	124
2	109368326	109368450	RANBP2	2	109335793	109388194	124
2	109368326	109368450	RANBP2	2	109335871	109388194	124
2	109368326	109368450	RANBP2	2	109336192	109388194	124
2	109368326	109368450	RANBP2	2	109338690	109388194	124
2	109369453	109369615	RANBP2	2	109331673	109388194	162
2	109369453	109369615	RANBP2	2	109335793	109388194	162
2	109369453	109369615	RANBP2	2	109335871	109388194	162
2	109369453	109369615	RANBP2	2	109336192	109388194	162
2	109369453	109369615	RANBP2	2	109338690	109388194	162
2	109369881	109370019	RANBP2	2	109331673	109388194	138
2	109369881	109370019	RANBP2	2	109335793	109388194	138
2	109369881	109370019	RANBP2	2	109335871	109388194	138
2	109369881	109370019	RANBP2	2	109336192	109388194	138
2	109369881	109370019	RANBP2	2	109338690	109388194	138
2	109370280	109370427	RANBP2	2	109331673	109388194	147
2	109370280	109370427	RANBP2	2	109335793	109388194	147
2	109370280	109370427	RANBP2	2	109335871	109388194	147
2	109370280	109370427	RANBP2	2	109336192	109388194	147
2	109370280	109370427	RANBP2	2	109338690	109388194	147
2	109371360	109371540	RANBP2	2	109331673	109388194	180
2	109371360	109371540	RANBP2	2	109335793	109388194	180
2	109371360	109371540	RANBP2	2	109335871	109388194	180
2	109371360	109371540	RANBP2	2	109336192	109388194	180
2	109371360	109371540	RANBP2	2	109338690	109388194	180
2	109371631	109371715	RANBP2	2	109331673	109388194	84
2	109371631	109371715	RANBP2	2	109335793	109388194	84
2	109371631	109371715	RANBP2	2	109335871	109388194	84
2	109371631	109371715	RANBP2	2	109336192	109388194	84
2	109371631	109371715	RANBP2	2	109338690	109388194	84
2	109374868	109375004	RANBP2	2	109331673	109388194	136
2	109374868	109375004	RANBP2	2	109335793	109388194	136
2	109374868	109375004	RANBP2	2	109335871	109388194	136
2	109374868	109375004	RANBP2	2	109336192	109388194	136
2	109374868	109375004	RANBP2	2	109338690	109388194	136
2	109378556	109378651	RANBP2	2	109331673	109388194	95
2	109378556	109378651	RANBP2	2	109335793	109388194	95
2	109378556	109378651	RANBP2	2	109335871	109388194	95
2	109378556	109378651	RANBP2	2	109336192	109388194	95
2	109378556	109378651	RANBP2	2	109338690	109388194	95
2	109379692	109384844	RANBP2	2	109331673	109388194	5152
2	109379692	109384844	RANBP2	2	109335793	109388194	5152
2	109379692	109384844	RANBP2	2	109335871	109388194	5152
2	109379692	109384844	RANBP2	2	109336192	109388194	5152
2	109379692	109384844	RANBP2	2	109338690	109388194	5152
2	109388156	109388327	RANBP2	2	109331673	109388194	38
2	109388156	109388327	RANBP2	2	109335793	109388194	38
2	109388156	109388327	RANBP2	2	109335871	109388194	38
2	109388156	109388327	RANBP2	2	109336192	109388194	38
2	109388156	109388327	RANBP2	2	109338690	109388194	38
2	231152606	231152681	SP140	2	231151529	231182298	75
2	231155174	231155279	SP140	2	231151529	231182298	105
2	231157360	231157503	SP140	2	231151529	231182298	143
2	231158985	231159033	SP140	2	231151529	231182298	48
2	231162135	231162177	SP140	2	231151529	231182298	42
2	231174638	231174754	SP140	2	231151529	231182298	116
2	231175457	231175566	SP140	2	231151529	231182298	109
2	231175868	231175946	SP140	2	231151529	231182298	78
2	231176166	231176310	SP140	2	231151529	231182298	144
2	231177300	231177399	SP140	2	231151529	231182298	99
2	233194522	233194706	DIS3L2	2	233193728	233204208	184
2	233195399	233195486	DIS3L2	2	233193728	233204208	87
2	233198549	233198697	DIS3L2	2	233193728	233204208	148
2	233199078	233199209	DIS3L2	2	233193728	233204208	131
2	233199340	233199445	DIS3L2	2	233193728	233204208	105
2	233200482	233200584	DIS3L2	2	233193728	233204208	102
2	233201178	233201340	DIS3L2	2	233193728	233204208	162
3	10084733	10084834	FANCD2	3	10084415	10091016	101
3	10084733	10084834	FANCD2	3	10084740	10086767	94
3	10085167	10085276	FANCD2	3	10084415	10091016	109
3	10085167	10085276	FANCD2	3	10084740	10086767	109
3	10085512	10085548	FANCD2	3	10084415	10091016	36
3	10085512	10085548	FANCD2	3	10084740	10086767	36
3	10088263	10088407	FANCD2	3	10084415	10091016	144
3	10089600	10089735	FANCD2	3	10084415	10091016	135
3	10091057	10091189	FANCD2	3	10090238	10092014	132
3	10101977	10102087	FANCD2	3	10099091	10116035	110
3	10103834	10103895	FANCD2	3	10099091	10116035	61
3	10105475	10105595	FANCD2	3	10099091	10116035	120
3	10106039	10106113	FANCD2	3	10099091	10116035	74
3	10106412	10106559	FANCD2	3	10099091	10116035	147
3	10107077	10107178	FANCD2	3	10099091	10116035	101
3	10107547	10107663	FANCD2	3	10099091	10116035	116
3	10108892	10109001	FANCD2	3	10099091	10116035	109
3	10114554	10114665	FANCD2	3	10099091	10116035	111
3	10114936	10115046	FANCD2	3	10099091	10116035	110
3	49721460	49721622	MST1	3	49721419	49726077	162
3	49721460	49721622	MST1	3	49721419	49734543	162
3	49721746	49721886	MST1	3	49721419	49726077	140
3	49721746	49721886	MST1	3	49721419	49734543	140
3	49721982	49722089	MST1	3	49721419	49726077	107
3	49721982	49722089	MST1	3	49721419	49734543	107
3	49722170	49722317	MST1	3	49721419	49726077	147
3	49722170	49722317	MST1	3	49721419	49734543	147
3	49722444	49722522	MST1	3	49721419	49726077	78
3	49722444	49722522	MST1	3	49721419	49734543	78
3	49722694	49722815	MST1	3	49721419	49726077	121
3	49722694	49722815	MST1	3	49721419	49734543	121
3	49722903	49722939	MST1	3	49721419	49726077	36
3	49722903	49722939	MST1	3	49721419	49734543	36
3	49723028	49723165	MST1	3	49721419	49726077	137
3	49723028	49723165	MST1	3	49721419	49734543	137
3	49723292	49723395	MST1	3	49721419	49726077	103
3	49723292	49723395	MST1	3	49721419	49734543	103
3	49723494	49723625	MST1	3	49721419	49726077	131
3	49723494	49723625	MST1	3	49721419	49734543	131
3	49723745	49723914	MST1	3	49721419	49726077	169
3	49723745	49723914	MST1	3	49721419	49734543	169
3	49724116	49724235	MST1	3	49721419	49726077	119
3	49724116	49724235	MST1	3	49721419	49734543	119
3	49724379	49724500	MST1	3	49721419	49726077	121
3	49724379	49724500	MST1	3	49721419	49734543	121
3	49724581	49724718	MST1	3	49721419	49726077	137
3	49724581	49724718	MST1	3	49721419	49734543	137
3	49724796	49724911	MST1	3	49721419	49726077	115
3	49724796	49724911	MST1	3	49721419	49734543	115
3	49724988	49725101	MST1	3	49721419	49726077	113
3	49724988	49725101	MST1	3	49721419	49734543	113
3	49725182	49725330	MST1	3	49721419	49726077	148
3	49725182	49725330	MST1	3	49721419	49734543	148
3	49726030	49726124	MST1	3	49721419	49726077	47
3	49726030	49726124	MST1	3	49721419	49734543	94
3	72799434	72799987	SHQ1	3	72798427	72799987	553
3	73114002	73114292	PPP4R2	3	73113998	73115574	290
3	73114002	73114292	PPP4R2	3	73113998	73116015	290
3	73114002	73114292	PPP4R2	3	73113999	73115574	290
3	73114547	73114873	PPP4R2	3	73113998	73115574	326
3	73114547	73114873	PPP4R2	3	73113998	73116015	326
3	73114547	73114873	PPP4R2	3	73113999	73115574	326
3	170020827	170020915	PRKCI	3	170020827	170023765	88
3	176743285	176743312	TBL1XR1	3	176738647	176743312	27
3	178935997	178936122	PIK3CA	3	178932476	178939690	125
3	178936983	178937065	PIK3CA	3	178932476	178939690	82
3	178937358	178937523	PIK3CA	3	178932476	178939690	165
3	178937736	178937840	PIK3CA	3	178932476	178939690	104
3	178938773	178938945	PIK3CA	3	178932476	178939690	172
3	181430148	181431102	SOX2	3	181430572	181432198	530
3	182662881	182662961	DCUN1D1	3	182660642	182662963	80
3	185363318	185363411	IGF2BP2	3	185361526	185363414	93
3	185363318	185363411	IGF2BP2	3	185361563	185363411	93
3	185363318	185363411	IGF2BP2	3	185361579	185363414	93
3	195474046	195474251	MUC4	3	195473005	195477792	205
