chrom1	start1	end1	symbol	chrom2	start2	end2	overlap
chr1	119996996	119997332	NOTCH2	chr1	119990473	120087982	336
chr1	120005328	120005588	NOTCH2	chr1	119989247	120093730	260
chr1	120005328	120005588	NOTCH2	chr1	119989247	120163868	260
chr1	120005328	120005588	NOTCH2	chr1	119989247	120323081	260
chr1	120005328	120005588	NOTCH2	chr1	119990473	120087982	260
chr1	120029905	120029987	NOTCH2	chr1	119989247	120093730	82
chr1	120029905	120029987	NOTCH2	chr1	119989247	120163868	82
chr1	120029905	120029987	NOTCH2	chr1	119989247	120323081	82
chr1	120029905	120029987	NOTCH2	chr1	119990473	120087982	82
chr1	120069333	120069406	NOTCH2	chr1	119989247	120093730	73
chr1	120069333	120069406	NOTCH2	chr1	119989247	120163868	73
chr1	120069333	120069406	NOTCH2	chr1	119989247	120323081	73
chr1	120069333	120069406	NOTCH2	chr1	119990473	120087982	73
chr1	148808504	148808737	PDE4DIP	chr1	148600078	148935345	233
chr1	148808504	148808737	PDE4DIP	chr1	148763714	148935345	233
chr1	148808504	148808737	PDE4DIP	chr1	148804200	148977664	233
chr1	148844774	148844794	PDE4DIP	chr1	148600078	148935345	20
chr1	148844774	148844794	PDE4DIP	chr1	148763714	148935345	20
chr1	148844774	148844794	PDE4DIP	chr1	148804200	148977664	20
chr1	148863249	148863305	PDE4DIP	chr1	148600078	148935345	56
chr1	148863249	148863305	PDE4DIP	chr1	148763714	148935345	56
chr1	148863249	148863305	PDE4DIP	chr1	148804200	148977664	56
chr1	148868470	148868622	PDE4DIP	chr1	148600078	148935345	152
chr1	148868470	148868622	PDE4DIP	chr1	148763714	148935345	152
chr1	148868470	148868622	PDE4DIP	chr1	148804200	148977664	152
chr1	148889753	148889894	PDE4DIP	chr1	148600078	148935345	141
chr1	148889753	148889894	PDE4DIP	chr1	148763714	148935345	141
chr1	148889753	148889894	PDE4DIP	chr1	148804200	148977664	141
chr1	148929196	148929273	PDE4DIP	chr1	148600078	148935345	77
chr1	148929196	148929273	PDE4DIP	chr1	148763714	148935345	77
chr1	148929196	148929273	PDE4DIP	chr1	148804200	148977664	77
chr1	148931799	148931923	PDE4DIP	chr1	148600078	148935345	124
chr1	148931799	148931923	PDE4DIP	chr1	148763714	148935345	124
chr1	148931799	148931923	PDE4DIP	chr1	148804200	148977664	124
chr1	148932112	148932288	PDE4DIP	chr1	148600078	148935345	176
chr1	148932112	148932288	PDE4DIP	chr1	148763714	148935345	176
chr1	148932112	148932288	PDE4DIP	chr1	148804200	148977664	176
chr1	148937746	148937864	PDE4DIP	chr1	148804200	148977664	118
chr1	148960653	148960785	PDE4DIP	chr1	148804200	148977664	132
chr1	148961836	148961956	PDE4DIP	chr1	148804200	148977664	120
chr1	148962195	148962288	PDE4DIP	chr1	148804200	148977664	93
chr1	148962427	148962640	PDE4DIP	chr1	148804200	148977664	213
chr1	148965483	148965642	PDE4DIP	chr1	148965450	148966798	159
chr1	148965483	148965642	PDE4DIP	chr1	148804200	148977664	159
chr1	148966542	148966656	PDE4DIP	chr1	148965450	148966798	114
chr1	148966542	148966656	PDE4DIP	chr1	148804200	148977664	114
chr1	148966838	148966976	PDE4DIP	chr1	148804200	148977664	138
chr1	148967725	148967905	PDE4DIP	chr1	148804200	148977664	180
chr1	148968835	148969030	PDE4DIP	chr1	148968012	148995527	195
chr1	148968835	148969030	PDE4DIP	chr1	148804200	148977664	195
chr1	148972179	148972344	PDE4DIP	chr1	148968012	148995527	165
chr1	148972179	148972344	PDE4DIP	chr1	148804200	148977664	165
chr1	148972510	148972592	PDE4DIP	chr1	148968012	148995527	82
chr1	148972510	148972592	PDE4DIP	chr1	148804200	148977664	82
chr1	148974513	148974605	PDE4DIP	chr1	148968012	148995527	92
chr1	148974513	148974605	PDE4DIP	chr1	148804200	148977664	92
chr1	148977936	148978053	PDE4DIP	chr1	148968012	148995527	117
chr1	148978277	148978415	PDE4DIP	chr1	148968012	148995527	138
chr1	148979736	148979849	PDE4DIP	chr1	148968012	148995527	113
chr1	148981269	148981397	PDE4DIP	chr1	148968012	148995527	128
chr1	148991884	148991973	PDE4DIP	chr1	148968012	148995527	89
chr1	148991884	148991973	PDE4DIP	chr1	148990186	149061198	89
chr1	148998142	148998375	PDE4DIP	chr1	148990186	149061198	233
chr1	149001590	149002026	PDE4DIP	chr1	149001606	149007588	420
chr1	149001590	149002026	PDE4DIP	chr1	149001606	149007771	420
chr1	149001590	149002026	PDE4DIP	chr1	148990186	149061198	436
chr1	149002849	149003042	PDE4DIP	chr1	149001606	149007588	193
chr1	149002849	149003042	PDE4DIP	chr1	149001606	149007771	193
chr1	149002849	149003042	PDE4DIP	chr1	148990186	149061198	193
chr1	149003610	149003730	PDE4DIP	chr1	149001606	149007588	120
chr1	149003610	149003730	PDE4DIP	chr1	149001606	149007771	120
chr1	149003610	149003730	PDE4DIP	chr1	149003276	149005778	120
chr1	149003610	149003730	PDE4DIP	chr1	149003276	149007750	120
chr1	149003610	149003730	PDE4DIP	chr1	149003276	149007771	120
chr1	149003610	149003730	PDE4DIP	chr1	148990186	149061198	120
chr1	149004908	149005437	PDE4DIP	chr1	149001606	149007588	529
chr1	149004908	149005437	PDE4DIP	chr1	149001606	149007771	529
chr1	149004908	149005437	PDE4DIP	chr1	149003276	149005778	529
chr1	149004908	149005437	PDE4DIP	chr1	149003276	149007750	529
chr1	149004908	149005437	PDE4DIP	chr1	149003276	149007771	529
chr1	149004908	149005437	PDE4DIP	chr1	148990186	149061198	529
chr1	149007200	149007436	PDE4DIP	chr1	149001606	149007588	236
chr1	149007200	149007436	PDE4DIP	chr1	149001606	149007771	236
chr1	149007200	149007436	PDE4DIP	chr1	149003276	149007750	236
chr1	149007200	149007436	PDE4DIP	chr1	149003276	149007771	236
chr1	149007200	149007436	PDE4DIP	chr1	148990186	149061198	236
chr1	149007200	149007436	PDE4DIP	chr1	149006729	149075944	236
chr1	149008443	149008495	PDE4DIP	chr1	148990186	149061198	52
chr1	149008443	149008495	PDE4DIP	chr1	149006729	149075944	52
chr1	149009567	149009791	PDE4DIP	chr1	148990186	149061198	224
chr1	149009567	149009791	PDE4DIP	chr1	149006729	149075944	224
chr1	149010442	149010595	PDE4DIP	chr1	148990186	149061198	153
chr1	149010442	149010595	PDE4DIP	chr1	149006729	149075944	153
chr1	149012590	149012776	PDE4DIP	chr1	148990186	149061198	186
chr1	149012590	149012776	PDE4DIP	chr1	149006729	149075944	186
chr1	149016298	149016550	PDE4DIP	chr1	148990186	149061198	252
chr1	149016298	149016550	PDE4DIP	chr1	149006729	149075944	252
chr1	149017747	149017879	PDE4DIP	chr1	148990186	149061198	132
chr1	149017747	149017879	PDE4DIP	chr1	149006729	149075944	132
chr1	149018541	149018661	PDE4DIP	chr1	148990186	149061198	120
chr1	149018541	149018661	PDE4DIP	chr1	149006729	149075944	120
chr1	149020146	149020336	PDE4DIP	chr1	148990186	149061198	190
chr1	149020146	149020336	PDE4DIP	chr1	149006729	149075944	190
chr1	149020146	149020336	PDE4DIP	chr1	149019851	149032035	190
chr1	149020146	149020336	PDE4DIP	chr1	149019851	149036667	190
chr1	149021028	149021153	PDE4DIP	chr1	148990186	149061198	125
chr1	149021028	149021153	PDE4DIP	chr1	149006729	149075944	125
chr1	149021028	149021153	PDE4DIP	chr1	149019851	149032035	125
chr1	149021028	149021153	PDE4DIP	chr1	149019851	149036667	125
chr1	149024444	149024684	PDE4DIP	chr1	148990186	149061198	240
chr1	149024444	149024684	PDE4DIP	chr1	149006729	149075944	240
chr1	149024444	149024684	PDE4DIP	chr1	149019851	149032035	240
chr1	149024444	149024684	PDE4DIP	chr1	149019851	149036667	240
chr1	149026714	149026831	PDE4DIP	chr1	148990186	149061198	117
chr1	149026714	149026831	PDE4DIP	chr1	149006729	149075944	117
chr1	149026714	149026831	PDE4DIP	chr1	149019851	149032035	117
chr1	149026714	149026831	PDE4DIP	chr1	149019851	149036667	117
chr1	149027400	149027627	PDE4DIP	chr1	148990186	149061198	227
chr1	149027400	149027627	PDE4DIP	chr1	149006729	149075944	227
chr1	149027400	149027627	PDE4DIP	chr1	149019851	149032035	227
chr1	149027400	149027627	PDE4DIP	chr1	149019851	149036667	227
chr1	149028559	149028703	PDE4DIP	chr1	148990186	149061198	144
chr1	149028559	149028703	PDE4DIP	chr1	149006729	149075944	144
chr1	149028559	149028703	PDE4DIP	chr1	149019851	149032035	144
chr1	149028559	149028703	PDE4DIP	chr1	149019851	149036667	144
chr1	149029786	149029925	PDE4DIP	chr1	148990186	149061198	139
chr1	149029786	149029925	PDE4DIP	chr1	149006729	149075944	139
chr1	149029786	149029925	PDE4DIP	chr1	149019851	149032035	139
chr1	149029786	149029925	PDE4DIP	chr1	149019851	149036667	139
chr1	149030231	149030278	PDE4DIP	chr1	148990186	149061198	47
chr1	149030231	149030278	PDE4DIP	chr1	149006729	149075944	47
chr1	149030231	149030278	PDE4DIP	chr1	149019851	149032035	47
chr1	149030231	149030278	PDE4DIP	chr1	149019851	149036667	47
chr1	149031943	149031985	PDE4DIP	chr1	148990186	149061198	42
chr1	149031943	149031985	PDE4DIP	chr1	149006729	149075944	42
chr1	149031943	149031985	PDE4DIP	chr1	149019851	149032035	42
chr1	149031943	149031985	PDE4DIP	chr1	149019851	149036667	42
chr1	149031999	149032089	PDE4DIP	chr1	148990186	149061198	90
chr1	149031999	149032089	PDE4DIP	chr1	149006729	149075944	90
chr1	149031999	149032089	PDE4DIP	chr1	149019851	149032035	36
chr1	149031999	149032089	PDE4DIP	chr1	149019851	149036667	90
chr1	149813270	149813681	HIST2H3D	chr1	149644435	149828156	411
chr1	149813270	149813681	HIST2H3D	chr1	149654499	149828288	411
chr1	149840746	149841157	HIST2H3C	chr1	149817485	149843518	411
chr1	149852654	149853065	HIST2H3A	chr1	149850293	149876379	411
chr1	152302699	152314747	FLG	chr1	152308215	152314008	5793
chr1	152302699	152314747	FLG	chr1	152303355	152308170	4815
chr1	153457805	153457970	S100A7	chr1	153444663	153468435	165
chr1	153458872	153459013	S100A7	chr1	153444663	153468435	141
chr1	154157638	154157721	TPM3	chr1	154156363	154157721	83
chr1	154157638	154157721	TPM3	chr1	154156363	154157723	83
chr1	154157638	154157721	TPM3	chr1	154156369	154157723	83
chr1	154157638	154157721	TPM3	chr1	154156375	154157684	46
chr1	155189229	155190079	MUC1	chr1	155189200	155190578	850
chr1	155190497	155190805	MUC1	chr1	155190578	155192048	227
chr1	155190497	155190805	MUC1	chr1	155189200	155190578	81
chr1	155190954	155191337	MUC1	chr1	155190578	155192048	383
chr1	155191458	155192310	MUC1	chr1	155190578	155192048	590
chr1	155234994	155235100	GBA	chr1	155230975	155243466	106
chr1	155235194	155235311	GBA	chr1	155230975	155243466	117
chr1	155235680	155235844	GBA	chr1	155230975	155243466	164
chr1	155236244	155236469	GBA	chr1	155230975	155243466	225
chr1	155237340	155237578	GBA	chr1	155230975	155243466	238
chr1	155238133	155238306	GBA	chr1	155230975	155243466	173
chr1	155238516	155238650	GBA	chr1	155230975	155243466	134
chr1	155239615	155239762	GBA	chr1	155230975	155243466	147
chr1	155239885	155240077	GBA	chr1	155230975	155243466	192
chr1	155240629	155240717	GBA	chr1	155230975	155243466	88
chr1	155241085	155241112	GBA	chr1	155230975	155243466	27
chr1	161663241	161663353	FCGR2B	chr1	161600000	161677104	112
chr1	161670251	161670272	FCGR2B	chr1	161600000	161677104	21
chr1	161671391	161671649	FCGR2B	chr1	161600000	161677104	258
chr1	161672974	161673229	FCGR2B	chr1	161672960	161677104	255
chr1	161672974	161673229	FCGR2B	chr1	161600000	161677104	255
chr1	161673959	161674073	FCGR2B	chr1	161672960	161677104	114
chr1	161673959	161674073	FCGR2B	chr1	161600000	161677104	114
chr1	161675256	161675313	FCGR2B	chr1	161672960	161677104	57
chr1	161675256	161675313	FCGR2B	chr1	161600000	161677104	57
chr2	36925104	36925208	STRN	chr2	36919917	36931947	104
chr2	36925104	36925208	STRN	chr2	36921032	36936125	104
chr2	36925104	36925208	STRN	chr2	36925184	36931947	24
chr2	70087743	70088814	PCBP1	chr2	70088080	70089142	734
chr2	100104401	100104454	AFF3	chr2	100080589	100104733	53
chr2	106391478	106391513	RGPD3	chr2	106378659	106394254	35
chr2	106391478	106391513	RGPD3	chr2	106378659	106465399	35
chr2	106391478	106391513	RGPD3	chr2	106378659	106465634	35
chr2	106405218	106405229	RGPD3	chr2	106394258	106419657	11
chr2	106405218	106405229	RGPD3	chr2	106378659	106465399	11
chr2	106405218	106405229	RGPD3	chr2	106378659	106465634	11
chr2	106405218	106405229	RGPD3	chr2	106392775	106469426	11
chr2	106405218	106405229	RGPD3	chr2	106394258	106466367	11
chr2	106405218	106405229	RGPD3	chr2	106394258	106466816	11
chr2	106405218	106405229	RGPD3	chr2	106394258	106468418	11
chr2	106413083	106413285	RGPD3	chr2	106394258	106419657	202
chr2	106413083	106413285	RGPD3	chr2	106378659	106465399	202
chr2	106413083	106413285	RGPD3	chr2	106378659	106465634	202
chr2	106413083	106413285	RGPD3	chr2	106392775	106469426	202
chr2	106413083	106413285	RGPD3	chr2	106394258	106466367	202
chr2	106413083	106413285	RGPD3	chr2	106394258	106466816	202
chr2	106413083	106413285	RGPD3	chr2	106394258	106468418	202
chr2	106415849	106415989	RGPD3	chr2	106394258	106419657	140
chr2	106415849	106415989	RGPD3	chr2	106378659	106465399	140
chr2	106415849	106415989	RGPD3	chr2	106378659	106465634	140
chr2	106415849	106415989	RGPD3	chr2	106392775	106469426	140
chr2	106415849	106415989	RGPD3	chr2	106394258	106466367	140
chr2	106415849	106415989	RGPD3	chr2	106394258	106466816	140
chr2	106415849	106415989	RGPD3	chr2	106394258	106468418	140
chr2	106423042	106425266	RGPD3	chr2	106378659	106465399	2224
chr2	106423042	106425266	RGPD3	chr2	106378659	106465634	2224
chr2	106423042	106425266	RGPD3	chr2	106392775	106469426	2224
chr2	106423042	106425266	RGPD3	chr2	106394258	106466367	2224
chr2	106423042	106425266	RGPD3	chr2	106394258	106466816	2224
chr2	106423042	106425266	RGPD3	chr2	106394258	106468418	2224
chr2	106423042	106425266	RGPD3	chr2	106419654	106466350	2224
chr2	106425993	106426088	RGPD3	chr2	106378659	106465399	95
chr2	106425993	106426088	RGPD3	chr2	106378659	106465634	95
chr2	106425993	106426088	RGPD3	chr2	106392775	106469426	95
chr2	106425993	106426088	RGPD3	chr2	106394258	106466367	95
chr2	106425993	106426088	RGPD3	chr2	106394258	106466816	95
chr2	106425993	106426088	RGPD3	chr2	106394258	106468418	95
chr2	106425993	106426088	RGPD3	chr2	106419654	106466350	95
chr2	106429645	106429781	RGPD3	chr2	106378659	106465399	136
chr2	106429645	106429781	RGPD3	chr2	106378659	106465634	136
chr2	106429645	106429781	RGPD3	chr2	106392775	106469426	136
chr2	106429645	106429781	RGPD3	chr2	106394258	106466367	136
chr2	106429645	106429781	RGPD3	chr2	106394258	106466816	136
chr2	106429645	106429781	RGPD3	chr2	106394258	106468418	136
chr2	106429645	106429781	RGPD3	chr2	106419654	106466350	136
chr2	106432934	106433018	RGPD3	chr2	106378659	106465399	84
chr2	106432934	106433018	RGPD3	chr2	106378659	106465634	84
chr2	106432934	106433018	RGPD3	chr2	106392775	106469426	84
chr2	106432934	106433018	RGPD3	chr2	106394258	106466367	84
chr2	106432934	106433018	RGPD3	chr2	106394258	106466816	84
chr2	106432934	106433018	RGPD3	chr2	106394258	106468418	84
chr2	106432934	106433018	RGPD3	chr2	106419654	106466350	84
chr2	106433105	106433285	RGPD3	chr2	106378659	106465399	180
chr2	106433105	106433285	RGPD3	chr2	106378659	106465634	180
chr2	106433105	106433285	RGPD3	chr2	106392775	106469426	180
chr2	106433105	106433285	RGPD3	chr2	106394258	106466367	180
chr2	106433105	106433285	RGPD3	chr2	106394258	106466816	180
chr2	106433105	106433285	RGPD3	chr2	106394258	106468418	180
chr2	106433105	106433285	RGPD3	chr2	106419654	106466350	180
chr2	106434227	106434374	RGPD3	chr2	106378659	106465399	147
chr2	106434227	106434374	RGPD3	chr2	106378659	106465634	147
chr2	106434227	106434374	RGPD3	chr2	106392775	106469426	147
chr2	106434227	106434374	RGPD3	chr2	106394258	106466367	147
chr2	106434227	106434374	RGPD3	chr2	106394258	106466816	147
chr2	106434227	106434374	RGPD3	chr2	106394258	106468418	147
chr2	106434227	106434374	RGPD3	chr2	106419654	106466350	147
chr2	106434636	106434774	RGPD3	chr2	106378659	106465399	138
chr2	106434636	106434774	RGPD3	chr2	106378659	106465634	138
chr2	106434636	106434774	RGPD3	chr2	106392775	106469426	138
chr2	106434636	106434774	RGPD3	chr2	106394258	106466367	138
chr2	106434636	106434774	RGPD3	chr2	106394258	106466816	138
chr2	106434636	106434774	RGPD3	chr2	106394258	106468418	138
chr2	106434636	106434774	RGPD3	chr2	106419654	106466350	138
chr2	106435040	106435202	RGPD3	chr2	106378659	106465399	162
chr2	106435040	106435202	RGPD3	chr2	106378659	106465634	162
chr2	106435040	106435202	RGPD3	chr2	106392775	106469426	162
chr2	106435040	106435202	RGPD3	chr2	106394258	106466367	162
chr2	106435040	106435202	RGPD3	chr2	106394258	106466816	162
chr2	106435040	106435202	RGPD3	chr2	106394258	106468418	162
chr2	106435040	106435202	RGPD3	chr2	106419654	106466350	162
chr2	106436122	106436246	RGPD3	chr2	106378659	106465399	124
chr2	106436122	106436246	RGPD3	chr2	106378659	106465634	124
chr2	106436122	106436246	RGPD3	chr2	106392775	106469426	124
chr2	106436122	106436246	RGPD3	chr2	106394258	106466367	124
chr2	106436122	106436246	RGPD3	chr2	106394258	106466816	124
chr2	106436122	106436246	RGPD3	chr2	106394258	106468418	124
chr2	106436122	106436246	RGPD3	chr2	106419654	106466350	124
chr2	106436413	106436589	RGPD3	chr2	106378659	106465399	176
chr2	106436413	106436589	RGPD3	chr2	106378659	106465634	176
chr2	106436413	106436589	RGPD3	chr2	106392775	106469426	176
chr2	106436413	106436589	RGPD3	chr2	106394258	106466367	176
chr2	106436413	106436589	RGPD3	chr2	106394258	106466816	176
chr2	106436413	106436589	RGPD3	chr2	106394258	106468418	176
chr2	106436413	106436589	RGPD3	chr2	106419654	106466350	176
chr2	106436672	106436854	RGPD3	chr2	106378659	106465399	182
chr2	106436672	106436854	RGPD3	chr2	106378659	106465634	182
chr2	106436672	106436854	RGPD3	chr2	106392775	106469426	182
chr2	106436672	106436854	RGPD3	chr2	106394258	106466367	182
chr2	106436672	106436854	RGPD3	chr2	106394258	106466816	182
chr2	106436672	106436854	RGPD3	chr2	106394258	106468418	182
chr2	106436672	106436854	RGPD3	chr2	106419654	106466350	182
chr2	106438967	106439177	RGPD3	chr2	106378659	106465399	210
chr2	106438967	106439177	RGPD3	chr2	106378659	106465634	210
chr2	106438967	106439177	RGPD3	chr2	106392775	106469426	210
chr2	106438967	106439177	RGPD3	chr2	106394258	106466367	210
chr2	106438967	106439177	RGPD3	chr2	106394258	106466816	210
chr2	106438967	106439177	RGPD3	chr2	106394258	106468418	210
chr2	106438967	106439177	RGPD3	chr2	106419654	106466350	210
chr2	106441292	106441380	RGPD3	chr2	106378659	106465399	88
chr2	106441292	106441380	RGPD3	chr2	106378659	106465634	88
chr2	106441292	106441380	RGPD3	chr2	106392775	106469426	88
chr2	106441292	106441380	RGPD3	chr2	106394258	106466367	88
chr2	106441292	106441380	RGPD3	chr2	106394258	106466816	88
chr2	106441292	106441380	RGPD3	chr2	106394258	106468418	88
chr2	106441292	106441380	RGPD3	chr2	106419654	106466350	88
chr2	106447417	106447613	RGPD3	chr2	106378659	106465399	196
chr2	106447417	106447613	RGPD3	chr2	106378659	106465634	196
chr2	106447417	106447613	RGPD3	chr2	106392775	106469426	196
chr2	106447417	106447613	RGPD3	chr2	106394258	106466367	196
chr2	106447417	106447613	RGPD3	chr2	106394258	106466816	196
chr2	106447417	106447613	RGPD3	chr2	106394258	106468418	196
chr2	106447417	106447613	RGPD3	chr2	106419654	106466350	196
chr2	106452204	106452350	RGPD3	chr2	106378659	106465399	146
chr2	106452204	106452350	RGPD3	chr2	106378659	106465634	146
chr2	106452204	106452350	RGPD3	chr2	106392775	106469426	146
chr2	106452204	106452350	RGPD3	chr2	106394258	106466367	146
chr2	106452204	106452350	RGPD3	chr2	106394258	106466816	146
chr2	106452204	106452350	RGPD3	chr2	106394258	106468418	146
chr2	106452204	106452350	RGPD3	chr2	106419654	106466350	146
chr2	106452695	106452926	RGPD3	chr2	106378659	106465399	231
chr2	106452695	106452926	RGPD3	chr2	106378659	106465634	231
chr2	106452695	106452926	RGPD3	chr2	106392775	106469426	231
chr2	106452695	106452926	RGPD3	chr2	106394258	106466367	231
chr2	106452695	106452926	RGPD3	chr2	106394258	106466816	231
chr2	106452695	106452926	RGPD3	chr2	106394258	106468418	231
chr2	106452695	106452926	RGPD3	chr2	106419654	106466350	231
chr2	106456970	106457123	RGPD3	chr2	106378659	106465399	153
chr2	106456970	106457123	RGPD3	chr2	106378659	106465634	153
chr2	106456970	106457123	RGPD3	chr2	106392775	106469426	153
chr2	106456970	106457123	RGPD3	chr2	106394258	106466367	153
chr2	106456970	106457123	RGPD3	chr2	106394258	106466816	153
chr2	106456970	106457123	RGPD3	chr2	106394258	106468418	153
chr2	106456970	106457123	RGPD3	chr2	106419654	106466350	153
chr2	106457566	106457678	RGPD3	chr2	106378659	106465399	112
chr2	106457566	106457678	RGPD3	chr2	106378659	106465634	112
chr2	106457566	106457678	RGPD3	chr2	106392775	106469426	112
chr2	106457566	106457678	RGPD3	chr2	106394258	106466367	112
chr2	106457566	106457678	RGPD3	chr2	106394258	106466816	112
chr2	106457566	106457678	RGPD3	chr2	106394258	106468418	112
chr2	106457566	106457678	RGPD3	chr2	106419654	106466350	112
chr2	106459264	106459332	RGPD3	chr2	106378659	106465399	68
chr2	106459264	106459332	RGPD3	chr2	106378659	106465634	68
chr2	106459264	106459332	RGPD3	chr2	106392775	106469426	68
chr2	106459264	106459332	RGPD3	chr2	106394258	106466367	68
chr2	106459264	106459332	RGPD3	chr2	106394258	106466816	68
chr2	106459264	106459332	RGPD3	chr2	106394258	106468418	68
chr2	106459264	106459332	RGPD3	chr2	106419654	106466350	68
chr2	106468216	106468288	RGPD3	chr2	106392775	106469426	72
chr2	106468216	106468288	RGPD3	chr2	106394258	106468418	72
chr2	108719606	108719678	RANBP2	chr2	108715217	108771738	72
chr2	108719606	108719678	RANBP2	chr2	108719337	108771738	72
chr2	108719606	108719678	RANBP2	chr2	108719415	108771738	72
chr2	108729131	108729199	RANBP2	chr2	108715217	108771738	68
chr2	108729131	108729199	RANBP2	chr2	108719337	108771738	68
chr2	108729131	108729199	RANBP2	chr2	108719415	108771738	68
chr2	108729131	108729199	RANBP2	chr2	108719736	108771738	68
chr2	108729131	108729199	RANBP2	chr2	108722234	108771738	68
chr2	108730773	108730885	RANBP2	chr2	108715217	108771738	112
chr2	108730773	108730885	RANBP2	chr2	108719337	108771738	112
chr2	108730773	108730885	RANBP2	chr2	108719415	108771738	112
chr2	108730773	108730885	RANBP2	chr2	108719736	108771738	112
chr2	108730773	108730885	RANBP2	chr2	108722234	108771738	112
chr2	108731321	108731474	RANBP2	chr2	108715217	108771738	153
chr2	108731321	108731474	RANBP2	chr2	108719337	108771738	153
chr2	108731321	108731474	RANBP2	chr2	108719415	108771738	153
chr2	108731321	108731474	RANBP2	chr2	108719736	108771738	153
chr2	108731321	108731474	RANBP2	chr2	108722234	108771738	153
chr2	108735531	108735762	RANBP2	chr2	108715217	108771738	231
chr2	108735531	108735762	RANBP2	chr2	108719337	108771738	231
chr2	108735531	108735762	RANBP2	chr2	108719415	108771738	231
chr2	108735531	108735762	RANBP2	chr2	108719736	108771738	231
chr2	108735531	108735762	RANBP2	chr2	108722234	108771738	231
chr2	108736103	108736249	RANBP2	chr2	108715217	108771738	146
chr2	108736103	108736249	RANBP2	chr2	108719337	108771738	146
chr2	108736103	108736249	RANBP2	chr2	108719415	108771738	146
chr2	108736103	108736249	RANBP2	chr2	108719736	108771738	146
chr2	108736103	108736249	RANBP2	chr2	108722234	108771738	146
chr2	108740488	108740681	RANBP2	chr2	108715217	108771738	193
chr2	108740488	108740681	RANBP2	chr2	108719337	108771738	193
chr2	108740488	108740681	RANBP2	chr2	108719415	108771738	193
chr2	108740488	108740681	RANBP2	chr2	108719736	108771738	193
chr2	108740488	108740681	RANBP2	chr2	108722234	108771738	193
chr2	108746710	108746798	RANBP2	chr2	108715217	108771738	88
chr2	108746710	108746798	RANBP2	chr2	108719337	108771738	88
chr2	108746710	108746798	RANBP2	chr2	108719415	108771738	88
chr2	108746710	108746798	RANBP2	chr2	108719736	108771738	88
chr2	108746710	108746798	RANBP2	chr2	108722234	108771738	88
chr2	108748919	108749129	RANBP2	chr2	108715217	108771738	210
chr2	108748919	108749129	RANBP2	chr2	108719337	108771738	210
chr2	108748919	108749129	RANBP2	chr2	108719415	108771738	210
chr2	108748919	108749129	RANBP2	chr2	108719736	108771738	210
chr2	108748919	108749129	RANBP2	chr2	108722234	108771738	210
chr2	108751263	108751445	RANBP2	chr2	108715217	108771738	182
chr2	108751263	108751445	RANBP2	chr2	108719337	108771738	182
chr2	108751263	108751445	RANBP2	chr2	108719415	108771738	182
chr2	108751263	108751445	RANBP2	chr2	108719736	108771738	182
chr2	108751263	108751445	RANBP2	chr2	108722234	108771738	182
chr2	108751527	108751703	RANBP2	chr2	108715217	108771738	176
chr2	108751527	108751703	RANBP2	chr2	108719337	108771738	176
chr2	108751527	108751703	RANBP2	chr2	108719415	108771738	176
chr2	108751527	108751703	RANBP2	chr2	108719736	108771738	176
chr2	108751527	108751703	RANBP2	chr2	108722234	108771738	176
chr2	108751870	108751994	RANBP2	chr2	108715217	108771738	124
chr2	108751870	108751994	RANBP2	chr2	108719337	108771738	124
